Privacy-preserving decision trees over vertically partitioned data,Jaideep Vaidya (Rutgers–Newark);Chris Clifton (Purdue University);Murat Kantarcioglu (University of Texas at Dallas);A. Scott Patterson (Johns Hopkins University);,"2164601541,2158488542,332400322,2628114992","Privacy and security concerns can prevent sharing of data, derailing data-mining projects. Distributed knowledge discovery, if done correctly, can alleviate this problem. We introduce a generalized privacy-preserving variant of the ID3 algorithm for vertically partitioned data distributed over two or more parties. Along with a proof of security, we discuss what would be necessary to make the protocols completely secure. We also provide experimental results, giving a first demonstration of the practical complexity of secure multiparty computation-based data mining.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 3 pp 14,secure multi party computation;decision tree;privacy;knowledge extraction;theoretical computer science;data mining;database;computer science;
Privacy-preserving classification of vertically partitioned data via random kernels,Olvi L. Mangasarian (University of Wisconsin-Madison);Edward W. Wild (University of Wisconsin-Madison);Glenn M. Fung (Siemens Healthcare);,"1979429815,2464448550,2105735912","We propose a novel privacy-preserving support vector machine (SVM) classifier for a data matrix A whose input feature columns are divided into groups belonging to different entities. Each entity is unwilling to share its group of columns or make it public. Our classifier is based on the concept of a reduced kernel K ( A , B ′), where B ′ is the transpose of a random matrix B . The column blocks of B corresponding to the different entities are privately generated by each entity and never made public. The proposed linear or nonlinear SVM classifier, which is public but does not reveal any of the privately held data, has accuracy comparable to that of an ordinary SVM classifier that uses the entire set of input features directly.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 3 pp 12,margin classifier;structured support vector machine;quadratic classifier;support vector machine;data mining;pattern recognition;machine learning;computer science;
On disclosure risk analysis of anonymized itemsets in the presence of prior knowledge,Laks V. S. Lakshmanan (University of British Columbia);Raymond T. Ng (University of British Columbia);Ganesh Ramesh (Microsoft);,"2289816208,2109621001,2232920452","Decision makers of companies often face the dilemma of whether to release data for knowledge discovery, vis-a-vis the risk of disclosing proprietary or sensitive information. Among the various methods employed for “sanitizing” the data prior to disclosure, we focus in this article on anonymization, given its widespread use in practice. We do due diligence to the question “just how safe is the anonymized dataq” We consider both those scenarios when the hacker has no information and, more realistically, when the hacker may have partial information about items in the domain. We conduct our analyses in the context of frequent set mining and address the safety question at two different levels: (i) how likely of being cracked (i.e., re-identified by a hacker), are the identities of individual items and (ii) how likely are sets of items crackedq For capturing the prior knowledge of the hacker, we propose a belief function , which amounts to an educated guess of the frequency of each item. For various classes of belief functions which correspond to different degrees of prior knowledge, we derive formulas for computing the expected number of cracks of single items and for itemsets, the probability of cracking the itemsets. While obtaining, exact values for more general situations is computationally hard, we propose a series of heuristics called the O-estimates . They are easy to compute and are shown fairly accurate, justified by empirical results on real benchmark datasets. Based on the O-estimates, we propose a recipe for the decision makers to resolve their dilemma. Our recipe operates at two different levels, depending on whether the data owner wants to reason in terms of single items or sets of items (or both). Finally, we present techniques for ascertaining a hacker's knowledge of correlation in terms of co-occurrence of items likely. This information regarding the hacker's knowledge can be incorporated into our framework of disclosure risk analysis and we present experimental results demonstrating how this knowledge affects the heuristic estimates we have developed.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 3 pp 13,bipartite graph;knowledge extraction;data science;data mining;artificial intelligence;machine learning;statistics;computer science;mathematics;
Semantic text similarity using corpus-based word similarity and string similarity,Aminul Islam (University of Ottawa);Diana Zaiu Inkpen (University of Ottawa);,"2589928656,852303700",We present a method for measuring the semantic similarity of texts using a corpus-based measure of semantic word similarity and a normalized and modified version of the Longest Common Subsequence (LCS) string matching algorithm. Existing methods for computing text similarity have focused mainly on either large documents or individual words. We focus on computing the similarity between two sentences or two short paragraphs. The proposed method can be exploited in a variety of applications involving textual knowledge representation and knowledge discovery. Evaluation results on two different data sets show that our method outperforms several competing methods.,2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 2 pp 10,dishin;normalized compression distance;explicit semantic analysis;longest common subsequence problem;semantic similarity;string searching algorithm;knowledge extraction;natural language processing;information retrieval;pattern recognition;computer science;mathematics;
"Joint cluster analysis of attribute data and relationship data: The connected k -center problem, algorithms and applications",Rong Ge 0002 (Simon Fraser University);Martin Ester (Simon Fraser University);Byron J. Gao (Simon Fraser University);Zengjian Hu (Simon Fraser University);Binay K. Bhattacharya (Simon Fraser University);Boaz Ben-Moshe (Ariel University);,"2299807526,2067196623,2165486582,2675417293,2157783754,2224423478","Attribute data and relationship data are two principal types of data, representing the intrinsic and extrinsic properties of entities. While attribute data have been the main source of data for cluster analysis, relationship data such as social networks or metabolic networks are becoming increasingly available. It is also common to observe both data types carry complementary information such as in market segmentation and community identification, which calls for a joint cluster analysis of both data types so as to achieve better results. In this article, we introduce the novel Connected k -Center ( CkC ) problem, a clustering model taking into account attribute data as well as relationship data. We analyze the complexity of the problem and prove its NP-hardness. Therefore, we analyze the approximability of the problem and also present a constant factor approximation algorithm. For the special case of the CkC problem where the relationship data form a tree structure, we propose a dynamic programming method giving an optimal solution in polynomial time. We further present NetScan, a heuristic algorithm that is efficient and effective for large real databases. Our extensive experimental evaluation on real datasets demonstrates the meaningfulness and accuracy of the NetScan results.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 2 pp 7,market segmentation;metabolic network;heuristic;data type;tree structure;time complexity;social network;cluster analysis;document clustering;theoretical computer science;data mining;machine learning;statistics;computer science;
Tree model guided candidate generation for mining frequent subtrees from XML documents,"Henry Tan (University of Technology, Sydney);Fedja Hadzic (University of Technology, Sydney);Tharam S. Dillon (University of Technology, Sydney);Elizabeth Chang (Curtin University);Ling Feng (Tsinghua University);","2469694149,1224142007,2575571089,2099883334,2130302844","Due to the inherent flexibilities in both structure and semantics, XML association rules mining faces few challenges, such as: a more complicated hierarchical data structure and ordered data context. Mining frequent patterns from XML documents can be recast as mining frequent tree structures from a database of XML documents. In this study, we model a database of XML documents as a database of rooted labeled ordered subtrees. In particular, we are mainly concerned with mining frequent induced and embedded ordered subtrees. Our main contributions are as follows. We describe our unique embedding list representation of the tree structure, which enables efficient implementation of our Tree Model Guided ( TMG ) candidate generation. TMG is an optimal, nonredundant enumeration strategy that enumerates all the valid candidates that conform to the structural aspects of the data. We show through a mathematical model and experiments that TMG has better complexity compared to the commonly used join approach. In this article, we propose two algorithms, MB3-Miner and iMB3-Miner. MB3-Miner mines embedded subtrees. iMB3-Miner mines induced and/or embedded subtrees by using the maximum level of embedding constraint . Our experiments with both synthetic and real datasets against two well-known algorithms for mining induced and embedded subtrees, demonstrate the effectiveness and the efficiency of the proposed techniques.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 2 pp 9,xml validation;t tree;search tree;xml;association rule learning;tree structure;mathematical model;theoretical computer science;data mining;database;machine learning;statistics;computer science;
Bregman bubble clustering: A robust framework for mining dense clusters,Gunjan Gupta (University of Texas at Austin);Joydeep Ghosh (University of Texas at Austin);,"2154410821,2148168557","In classical clustering, each data point is assigned to at least one cluster. However, in many applications only a small subset of the available data is relevant for the problem and the rest needs to be ignored in order to obtain good clusters. Certain nonparametric density-based clustering methods find the most relevant data as multiple dense regions, but such methods are generally limited to low-dimensional data and do not scale well to large, high-dimensional datasets. Also, they use a specific notion of “distance”, typically Euclidean or Mahalanobis distance, which further limits their applicability. On the other hand, the recent One Class Information Bottleneck (OC-IB) method is fast and works on a large class of distortion measures known as Bregman Divergences, but can only find a single dense region. This article presents a broad framework for finding k dense clusters while ignoring the rest of the data. It includes a seeding algorithm that can automatically determine a suitable value for k . When k is forced to 1, our method gives rise to an improved version of OC-IB with optimality guarantees. We provide a generative model that yields the proposed iterative algorithm for finding k dense regions as a special case. Our analysis reveals an interesting and novel connection between the problem of finding dense regions and exponential mixture models; a hard model corresponding to k exponential mixtures with a uniform background results in a set of k dense clusters. The proposed method describes a highly scalable algorithm for finding multiple dense regions that works with any Bregman Divergence, thus extending density based clustering to a variety of non-Euclidean problems not addressable by earlier methods. We present empirical results on three artificial, two microarray and one text dataset to show the relevance and effectiveness of our methods.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 2 pp 8,determining the number of clusters in a data set;one class classification;bregman divergence;information bottleneck method;mahalanobis distance;fuzzy clustering;exponential family;mixture model;iterative method;expectation maximization algorithm;data mining;machine learning;statistics;computer science;mathematics;
Introduction to special issue on bioinformatics,Mohammed J. Zaki (Rensselaer Polytechnic Institute);George Karypis (University of Minnesota);Jiong Yang (Case Western Reserve University);Wei Wang (University of North Carolina at Chapel Hill);,"2165917828,219814910,2115276518,2315689540",-,2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 1 pp 1-43,data science;data mining;computer science;
Developmental stage annotation of Drosophila gene expression pattern images via an entire solution path for LDA,Jieping Ye (Arizona State University);Jianhui Chen (Arizona State University);Ravi Janardan (University of Minnesota);Sudhir Kumar (Arizona State University);,"2305258894,2149169927,702009593,2149898553","Gene expression in a developing embryo occurs in particular cells (spatial patterns) in a time-specific manner (temporal patterns), which leads to the differentiation of cell fates. Images of a Drosophila melanogaster embryo at a given developmental stage, showing a particular gene expression pattern revealed by a gene-specific probe, can be compared for spatial overlaps. The comparison is fundamentally important to formulating and testing gene interaction hypotheses. Expression pattern comparison is most biologically meaningful when images from a similar time point (developmental stage) are compared. In this paper, we present LdaPath, a novel formulation of Linear Discriminant Analysis (LDA) for automatic developmental stage range classification. It employs multivariate linear regression with the L 1 -norm penalty controlled by a regularization parameter for feature extraction and visualization. LdaPath computes an entire solution path for all values of regularization parameter with essentially the same computational cost as fitting one LDA model. Thus, it facilitates efficient model selection. It is based on the equivalence relationship between LDA and the least squares method for multiclass classifications. This equivalence relationship is established under a mild condition, which we show empirically to hold for many high-dimensional datasets, such as expression pattern images. Our experiments on a collection of 2705 expression pattern images show the effectiveness of the proposed algorithm. Results also show that the LDA model resulting from LdaPath is sparse, and irrelevant features may be removed. Thus, LdaPath provides a general framework for simultaneous feature selection and feature extraction.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 1 pp 4,bayesian multivariate linear regression;equivalence relation;cell fate determination;common spatial pattern;multiclass classification;model selection;embryo;dimensionality reduction;feature extraction;linear regression;gene expression;least squares;linear discriminant analysis;text mining;bioinformatics;data mining;machine learning;statistics;computer science;
A new efficient probabilistic model for mining labeled ordered trees applied to glycobiology,Kosuke Hashimoto (Kyoto University);Kiyoko Flora Aoki-Kinoshita (Kyoto University);Nobuhisa Ueda (Kyoto University);Minoru Kanehisa (Kyoto University);Hiroshi Mamitsuka (Kyoto University);,"2125637522,2649052966,2108842777,2151300008,278261381","Mining frequent patterns from large datasets is an important issue in data mining. Recently, complex and unstructured (or semi-structured) datasets have appeared as targets for major data mining applications, including text mining, web mining and bioinformatics. Our work focuses on labeled ordered trees, which are typically semi-structured datasets. In bioinformatics, carbohydrate sugar chains, or glycans, can be modeled as labeled ordered trees. Glycans are the third major class of biomolecules, having important roles in signaling and recognition. For mining labeled ordered trees, we propose a new probabilistic model and its efficient learning scheme which significantly improves the time and space complexity of an existing probabilistic model for labeled ordered trees. We evaluated the performance of the proposed model, comparing it with those of other probabilistic models, using synthetic as well as real datasets from glycobiology. Experimental results showed that the proposed model drastically reduced the computation time of the competing model, keeping the predictive power and avoiding overfitting to the training data. Finally, we assessed our results on real data from a variety of biological viewpoints, verifying known facts in glycobiology.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 1 pp 6,dspace;expectation maximization algorithm;statistical model;maximum likelihood;web mining;text mining;data science;data mining;machine learning;statistics;computer science;
Discovering semantic biomedical relations utilizing the Web,Saurav Sahay (Georgia Institute of Technology);Sougata Mukherjea (IBM);Eugene Agichtein (Emory University);Ernest V. Garcia (Emory University);Shamkant B. Navathe (Georgia Institute of Technology);Ashwin Ram (Georgia Institute of Technology);,"2146750153,2129317713,2283615530,2137605652,2065325028,2109056120","To realize the vision of a Semantic Web for Life Sciences, discovering relations between resources is essential. It is very difficult to automatically extract relations from Web pages expressed in natural language formats. On the other hand, because of the explosive growth of information, it is difficult to manually extract the relations. In this paper we present techniques to automatically discover relations between biomedical resources from the Web. For this purpose we retrieve relevant information from Web Search engines and Pubmed database using various lexico-syntactic patterns as queries over SOAP web services. The patterns are initially handcrafted but can be progressively learnt. The extracted relations can be used to construct and augment ontologies and knowledge bases. Experiments are presented for general biomedical relation discovery and domain specific search to show the usefulness of our technique.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 1 pp 3,web 2 0;website parse template;semantic web stack;web modeling;social semantic web;data web;web standards;web mapping;web development;web design;web navigation;semantic web;web service;web page;natural language;web intelligence;semantic search;web mining;web search engine;knowledge base;world wide web;information retrieval;data mining;computer science;
Compositional mining of multirelational biological datasets,Ying Jin (Virginia Tech);T. M. Murali (Virginia Tech);Naren Ramakrishnan (Virginia Tech);,"2307731627,422606881,2199255697","High-throughput biological screens are yielding ever-growing streams of information about multiple aspects of cellular activity. As more and more categories of datasets come online, there is a corresponding multitude of ways in which inferences can be chained across them, motivating the need for compositional data mining algorithms. In this article, we argue that such compositional data mining can be effectively realized by functionally cascading redescription mining and biclustering algorithms as primitives. Both these primitives mirror shifts of vocabulary that can be composed in arbitrary ways to create rich chains of inferences. Given a relational database and its schema, we show how the schema can be automatically compiled into a compositional data mining program, and how different domains in the schema can be related through logical sequences of biclustering and redescription invocations. This feature allows us to rapidly prototype new data mining applications, yielding greater understanding of scientific datasets. We describe two applications of compositional data mining: (i) matching terms across categories of the Gene Ontology and (ii) understanding the molecular mechanisms underlying stress response in human cells.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 1 pp 2,fight or flight response;molecular mechanics;relational database;high throughput screening;biclustering;bioinformatics;data mining;database;computer science;
Adaptive discriminant analysis for microarray-based classification,Yijuan Lu (University of Texas at San Antonio);Qi Tian (University of Texas at San Antonio);Jennifer L. Neary (University of Texas at San Antonio);Feng Liu (University of Texas at San Antonio);Yufeng Wang (University of Texas at San Antonio);,"2159330496,2102216805,2051512094,2648325041,2609313314","Microarray technology has generated enormous amounts of high-dimensional gene expression data, providing a unique platform for exploring gene regulatory networks. However, the curse of dimensionality plagues effort to analyze these high throughput data. Linear Discriminant Analysis (LDA) and Biased Discriminant Analysis (BDA) are two popular techniques for dimension reduction, which pay attention to different roles of the positive and negative samples in finding discriminating subspace. However, the drawbacks of these two methods are obvious: LDA has limited efficiency in classifying sample data from subclasses with different distributions, and BDA does not account for the underlying distribution of negative samples. In this paper, we propose a novel dimension reduction technique for microarray analysis: Adaptive Discriminant Analysis (ADA), which effectively exploits favorable attributes of both BDA and LDA and avoids their unfavorable ones. ADA can find a good discriminative subspace with adaptation to different sample distributions. It not only alleviates the problem of high dimensionality, but also enhances the classification performance in the subspace with naive Bayes classifier. To learn the best model fitting the real scenario, boosted Adaptive Discriminant Analysis is further proposed. Extensive experiments on the yeast cell cycle regulation data set, and the expression data of the red blood cell cycle in malaria parasite Plasmodium falciparum demonstrate the superior performance of ADA and boosted ADA. We also present some putative genes of specific functional classes predicted by boosted ADA. Their potential functionality is confirmed by independent predictions based on Gene Ontology, demonstrating that ADA and boosted ADA are effective dimension reduction methods for microarray-based classification.",2008,ACM Transactions on Knowledge Discovery From Data volume 2 issue 1 pp 5,bayes classifier;ada;gene regulatory network;microarray;microarray analysis techniques;curse of dimensionality;dimensionality reduction;cell cycle;high throughput screening;linear discriminant analysis;bioinformatics;data mining;machine learning;statistics;computer science;
Topic taxonomy adaptation for group profiling,Lei Tang (Arizona State University);Huan Liu (Arizona State University);Jianping Zhang (Mitre Corporation);Nitin Agarwal (Arizona State University);John J. Salerno (Air Force Research Laboratory);,"2141813676,2122391114,2572048205,2153957209,2165215867","A topic taxonomy is an effective representation that describes salient features of virtual groups or online communities. A topic taxonomy consists of topic nodes. Each internal node is defined by its vertical path (i.e., ancestor and child nodes) and its horizonal list of attributes (or terms). In a text-dominant environment, a topic taxonomy can be used to flexibly describe a group's interests with varying granularity. However, the stagnant nature of a taxonomy may fail to timely capture the dynamic change of a group's interest. This article addresses the problem of how to adapt a topic taxonomy to the accumulated data that reflects the change of a group's interest to achieve dynamic group profiling. We first discuss the issues related to topic taxonomy. We next formulate taxonomy adaptation as an optimization problem to find the taxonomy that best fits the data. We then present a viable algorithm that can efficiently accomplish taxonomy adaptation. We conduct extensive experiments to evaluate our approach's efficacy for group profiling, compare the approach with some alternatives, and study its performance for dynamic group profiling. While pointing out various applications of taxonomy adaption, we suggest some future work that can take advantage of burgeoning Web 2.0 services for online targeted marketing, counterterrorism in connecting dots, and community tracking.",2008,ACM Transactions on Knowledge Discovery From Data volume 1 issue 4 pp 1-28,corporate taxonomy;optimization problem;bioinformatics;data mining;computer science;mathematics;
Finding hierarchical heavy hitters in streaming data,Graham Cormode (AT&T Labs);Flip Korn (AT&T Labs);S. Muthukrishnan (Rutgers University);Divesh Srivastava (AT&T Labs);,"2190072679,2238237585,2190118346,2196778472","Data items that arrive online as streams typically have attributes which take values from one or more hierarchies (time and geographic location, source and destination IP addresses, etc.). Providing an aggregate view of such data is important for summarization, visualization, and analysis. We develop an aggregate view based on certain organized sets of large-valued regions (“heavy hitters”) corresponding to hierarchically discounted frequency counts. We formally define the notion of hierarchical heavy hitters (HHHs). We first consider computing (approximate) HHHs over a data stream drawn from a single hierarchical attribute. We formalize the problem and give deterministic algorithms to find them in a single pass over the input. In order to analyze a wider range of realistic data streams (e.g., from IP traffic-monitoring applications), we generalize this problem to multiple dimensions. Here, the semantics of HHHs are more complex, since a “child” node can have multiple “parent” nodes. We present online algorithms that find approximate HHHs in one pass, with provable accuracy guarantees. The product of hierarchical dimensions forms a mathematical lattice structure. Our algorithms exploit this structure, and so are able to track approximate HHHs using only a small, fixed number of statistics per stored item, regardless of the number of dimensions. We show experimentally, using real data, that our proposed algorithms yields outputs which are very similar (virtually identical, in many cases) to offline computations of the exact solutions, whereas straightforward heavy-hitters-based approaches give significantly inferior answer quality. Furthermore, the proposed algorithms result in an order of magnitude savings in data structure size while performing competitively.",2008,ACM Transactions on Knowledge Discovery From Data volume 1 issue 4 pp 2,online algorithm;data structure;theoretical computer science;data mining;machine learning;statistics;computer science;
A clustering framework based on subjective and objective validity criteria,"Maria Halkidi (Athens University of Economics and Business);Dimitrios Gunopulos (National and Kapodistrian University of Athens);Michalis Vazirgiannis (French Institute for Research in Computer Science and Automation);Nitin Kumar (University of California, Riverside);Carlotta Domeniconi (George Mason University);","339332626,2712250546,1914497179,2252108923,45678088","Clustering, as an unsupervised learning process is a challenging problem, especially in cases of high-dimensional datasets. Clustering result quality can benefit from user constraints and objective validity assessment. In this article, we propose a semisupervised framework for learning the weighted Euclidean subspace, where the best clustering can be achieved. Our approach capitalizes on: (i) user constraints; and (ii) the quality of intermediate clustering results in terms of their structural properties. The proposed framework uses the clustering algorithm and the validity measure as its parameters. We develop and discuss algorithms for learning and tuning the weights of contributing dimensions and defining the “best” clustering obtained by satisfying user constraints. Experimental results on benchmark datasets demonstrate the superiority of the proposed approach in terms of improved clustering accuracy.",2008,ACM Transactions on Knowledge Discovery From Data volume 1 issue 4 pp 4,flame clustering;k medians clustering;brown clustering;canopy clustering algorithm;correlation clustering;constrained clustering;cure data clustering algorithm;fuzzy clustering;k means clustering;clustering high dimensional data;cluster analysis;satisfiability;consensus clustering;biclustering;conceptual clustering;unsupervised learning;data mining;pattern recognition;machine learning;computer science;mathematics;
Learning correlations using the mixture-of-subsets model,Manas Somaiya (University of Florida);Christopher M. Jermaine (University of Florida);Sanjay Ranka (University of Florida);,"2136613139,281056960,2155894599","Using a mixture of random variables to model data is a tried-and-tested method common in data mining, machine learning, and statistics. By using mixture modeling it is often possible to accurately model even complex, multimodal data via very simple components. However, the classical mixture model assumes that a data point is generated by a single component in the model. A lot of datasets can be modeled closer to the underlying reality if we drop this restriction. We propose a probabilistic framework, the mixture-of-subsets (MOS) model , by making two fundamental changes to the classical mixture model. First, we allow a data point to be generated by a set of components, rather than just a single component. Next, we limit the number of data attributes that each component can influence. We also propose an EM framework to learn the MOS model from a dataset, and experimentally evaluate it on real, high-dimensional datasets. Our results show that the MOS model learned from the data represents the underlying nature of the data accurately.",2008,ACM Transactions on Knowledge Discovery From Data volume 1 issue 4 pp 3,clustering high dimensional data;mixture model;test method;expectation maximization algorithm;random variable;data mining;machine learning;statistics;computer science;
Assessing data mining results via swap randomization,Aristides Gionis (Aalto University);Heikki Mannila (University of Helsinki);Taneli Mielikäinen (University of Helsinki);Panayiotis Tsaparas (Microsoft);,"737311942,310734946,64434295,2234654910","The problem of assessing the significance of data mining results on high-dimensional 0--1 datasets has been studied extensively in the literature. For problems such as mining frequent sets and finding correlations, significance testing can be done by standard statistical tests such as chi-square, or other methods. However, the results of such tests depend only on the specific attributes and not on the dataset as a whole. Moreover, the tests are difficult to apply to sets of patterns or other complex results of data mining algorithms. In this article, we consider a simple randomization technique that deals with this shortcoming. The approach consists of producing random datasets that have the same row and column margins as the given dataset, computing the results of interest on the randomized instances and comparing them to the results on the actual data. This randomization technique can be used to assess the results of many different types of data mining algorithms, such as frequent sets, clustering, and spectral analysis. To generate random datasets with given margins, we use variations of a Markov chain approach which is based on a simple swap operation. We give theoretical results on the efficiency of different randomization methods, and apply the swap randomization method to several well-known datasets. Our results indicate that for some datasets the structure discovered by the data mining algorithms is expected, given the row and column margins of the datasets, while for other datasets the discovered structure conveys information that is not captured by the margin counts.",2007,ACM Transactions on Knowledge Discovery From Data volume 1 issue 3 pp 14,swap;random testing;chi square test;markov chain;data science;data mining;statistics;computer science;mathematics;
Learning to detect events with Markov-modulated poisson processes,"Alexander T. Ihler (University of California, Irvine);Jon Hutchins (University of California, Irvine);Padhraic Smyth (University of California, Irvine);","233042646,2058131172,2137074633","Time-series of count data occur in many different contexts, including Internet navigation logs, freeway traffic monitoring, and security logs associated with buildings. In this article we describe a framework for detecting anomalous events in such data using an unsupervised learning approach. Normal periodic behavior is modeled via a time-varying Poisson process model, which in turn is modulated by a hidden Markov process that accounts for bursty events. We outline a Bayesian framework for learning the parameters of this model from count time-series. Two large real-world datasets of time-series counts are used as testbeds to validate the approach, consisting of freeway traffic data and logs of people entering and exiting a building. We show that the proposed model is significantly more accurate at detecting known events than a more traditional threshold-based technique. We also describe how the model can be used to investigate different degrees of periodicity in the data, including systematic day-of-week and time-of-day effects, and to make inferences about different aspects of events such as number of vehicles or people involved. The results indicate that the Markov-modulated Poisson framework provides a robust and accurate framework for adaptively and autonomously learning how to separate unusual bursty events from traces of normal human activity.",2007,ACM Transactions on Knowledge Discovery From Data volume 1 issue 3 pp 13,count data;testbed;poisson process;poisson distribution;time series;unsupervised learning;data mining;machine learning;statistics;computer science;mathematics;
Measuring and extracting proximity graphs in networks,Yehuda Koren (AT&T Labs);Stephen C. North (AT&T Labs);Chris Volinsky (AT&T Labs);,"1966367906,2172281910,130248871","Measuring distance or some other form of proximity between objects is a standard data mining tool. Connection subgraphs were recently proposed as a way to demonstrate proximity between nodes in networks. We propose a new way of measuring and extracting proximity in networks called “cycle-free effective conductance” (CFEC). Importantly, the measured proximity is accompanied with a proximity subgraph which allows assessing and understanding measured values. Our proximity calculation can handle more than two endpoints, directed edges, is statistically well behaved, and produces an effectiveness score for the computed subgraphs. We provide an efficient algorithm to measure and extract proximity. Also, we report experimental results and show examples for four large network datasets: a telecommunications calling graph, the IMDB actors graph, an academic coauthorship network, and a movie recommendation system.",2007,ACM Transactions on Knowledge Discovery From Data volume 1 issue 3 pp 12,call graph;distance;random walk;recommender system;combinatorics;data mining;machine learning;statistics;computer science;mathematics;
Semantic annotation of frequent patterns,Qiaozhu Mei (University of Illinois at Urbana–Champaign);Dong Xin (University of Illinois at Urbana–Champaign);Hong Cheng (University of Illinois at Urbana–Champaign);Jiawei Han (University of Illinois at Urbana–Champaign);Chengxiang Zhai (University of Illinois at Urbana–Champaign);,"2166036605,1991372327,2161754280,2121939561,2152766206","Using frequent patterns to analyze data has been one of the fundamental approaches in many data mining applications. Research in frequent pattern mining has so far mostly focused on developing efficient algorithms to discover various kinds of frequent patterns, but little attention has been paid to the important next step—interpreting the discovered frequent patterns. Although the compression and summarization of frequent patterns has been studied in some recent work, the proposed techniques there can only annotate a frequent pattern with nonsemantical information (e.g., support), which provides only limited help for a user to understand the patterns. In this article, we study the novel problem of generating semantic annotations for frequent patterns. The goal is to discover the hidden meanings of a frequent pattern by annotating it with in-depth, concise, and structured information. We propose a general approach to generate such an annotation for a frequent pattern by constructing its context model, selecting informative context indicators, and extracting representative transactions and semantically similar patterns. This general approach can well incorporate the user's prior knowledge, and has potentially many applications, such as generating a dictionary-like description for a pattern, finding synonym patterns, discovering semantic relations, and summarizing semantic classes of a set of frequent patterns. Experiments on different datasets show that our approach is effective in generating semantic pattern annotations.",2007,ACM Transactions on Knowledge Discovery From Data volume 1 issue 3 pp 11,k optimal pattern discovery;semantic computing;semantic similarity;context model;information retrieval;data mining;pattern recognition;computer science;
RIC: Parameter-free noise-robust clustering,Christian Böhm (Ludwig Maximilian University of Munich);Christos Faloutsos (Carnegie Mellon University);Jia-Yu Pan (Google);Claudia Plant (Ludwig Maximilian University of Munich);,"2486446532,2198983026,2159823517,2625174572","How do we find a natural clustering of a real-world point set which contains an unknown number of clusters with different shapes, and which may be contaminated by noiseq As most clustering algorithms were designed with certain assumptions (Gaussianity), they often require the user to give input parameters, and are sensitive to noise. In this article, we propose a robust framework for determining a natural clustering of a given dataset, based on the minimum description length (MDL) principle. The proposed framework, robust information-theoretic clustering (RIC) , is orthogonal to any known clustering algorithm: Given a preliminary clustering, RIC purifies these clusters from noise, and adjusts the clusterings such that it simultaneously determines the most natural amount and shape (subspace) of the clusters. Our RIC method can be combined with any clustering technique ranging from K-means and K-medoids to advanced methods such as spectral clustering. In fact, RIC is even able to purify and improve an initial coarse clustering, even if we start with very simple methods. In an extension, we propose a fully automatic stand-alone clustering method and efficiency improvements. RIC scales well with the dataset size. Extensive experiments on synthetic and real-world datasets validate the proposed RIC framework.",2007,ACM Transactions on Knowledge Discovery From Data volume 1 issue 3 pp 10,flame clustering;k medians clustering;brown clustering;canopy clustering algorithm;determining the number of clusters in a data set;dbscan;correlation clustering;constrained clustering;data stream clustering;cure data clustering algorithm;single linkage clustering;affinity propagation;spectral clustering;fuzzy clustering;minimum description length;k means clustering;clustering high dimensional data;hierarchical clustering;cluster analysis;consensus clustering;biclustering;data mining;pattern recognition;machine learning;computer science;
Introduction to special issue ACM SIGKDD 2006,"Johannes Gehrke (Microsoft);Roberto Bayardop;Kristin P. Bennett;Gautam Das (University of Texas at Arlington);Dimitrios Gunopulos (University of California, Riverside);","2083845045,2224109938,2653988984,2112689123,1656275121",-,2007,ACM Transactions on Knowledge Discovery From Data volume 1 issue 3 pp 9,-
Mining periodic patterns with gap requirement from sequences,Minghua Zhang (National University of Singapore);Ben Kao (University of Hong Kong);David W. Cheung (University of Hong Kong);Kevin Y. Yip (Yale University);,"2295530721,1911907851,1979772396,2351912492","We study a problem of mining frequently occurring periodic patterns with a gap requirement from sequences. Given a character sequence S of length L and a pattern P of length l , we consider P a frequently occurring pattern in S if the probability of observing P given a randomly picked length- l subsequence of S exceeds a certain threshold. In many applications, particularly those related to bioinformatics, interesting patterns are periodic with a gap requirement . That is to say, the characters in P should match subsequences of S in such a way that the matching characters in S are separated by gaps of more or less the same size. We show the complexity of the mining problem and discuss why traditional mining algorithms are computationally infeasible. We propose practical algorithms for solving the problem and study their characteristics. We also present a case study in which we apply our algorithms on some DNA sequences. We discuss some interesting patterns obtained from the case study.",2007,ACM Transactions on Knowledge Discovery From Data volume 1 issue 2 pp 7,sequential pattern mining;dna sequencing;bioinformatics;data mining;algorithm;computer science;mathematics;
