Circle Graphs: New Visualization Tools for Text-Mining,Yonatan Aumann (Bar-Ilan University);Ronen Feldman (Bar-Ilan University);Yaron Ben Yehuda (Bar-Ilan University);David Landau (Bar-Ilan University);Orly Lipshtat (Bar-Ilan University);Yonatan Schler (Bar-Ilan University);,"361301894,2159469398,2424632124,2238982732,111764646,1543577590","The proliferation of digitally available textual data necessitates automatic tools for analyzing large textual collections. Thus, in analogy to data mining for structured databases, text mining is defined for textual collections. A central tool in text-mining is the analysis of concept relationship, which discovers connections between different concepts, as reflected in the collection. However, discovering these relationships is not sufficient, as they also have to be presented to the user in a meaningful and manageable way. In this paper we introduce anew family of visualization tools, which we coin circle graphs, which provide means for visualizing concept relationships mined from large collections. Circle graphs allow for instant appreciation of multiple relationships gathered from the entire collection. A special type of circle-graphs, called Trend Graphs, allows tracking of the evolution of relationships over time.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,information system;data visualization;text mining;information processing;data science;information retrieval;data mining;database;artificial intelligence;machine learning;algorithm;computer science;
Extension to C-means Algorithm for the Use of Similarity Functions,Javier Raymundo García-Serrano;José Francisco Martínez Trinidad (Instituto Politécnico Nacional);,"2643758041,2640184678","The C-Means algorithm has been motive of many extensions since the first publications. The extensions until now consider mainly the following aspects: the selection of initial seeds (centers); the determination of the optimal number of clusters and the use of different functionals for generate the clusters. In this paper it is proposed an extension to the C-means algorithm which considers description of the objects (data) with quantitative and qualitative features, besides consider missing data. These types of descriptions are very frequent in soft sciences as Medicine, Geology, Sociology, Marketing, etc. so the application scope for the proposed algorithm is very wide. The proposed algorithm use similarity functions that may be in function of partial similarity functions consequently allows comparing objects analyzing subdescriptions of the same. Results using standard public databases [2] are showed. In addition, a comparison with classical C-Means algorithm [7] is provided.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,missing data;information system;information processing;artificial intelligence;statistics;algorithm;mathematics;
Rule Induction in Cascade Model Based on Sum of Squares Decomposition,Takashi Okada (Kwansei Gakuin University);,2118848067,"A cascade model is a rule induction methodology using levelwise expansion of an itemset lattice, where the explanatory power of a rule set and its constituent rules are quantitatively expressed. The sum of squares for a categorical variable has been decomposed to within-group and between-group sum of squares, where the latter provides a good representation of the power concept in a cascade model. Using the model, we can readily derive discrimination and characteristic rules that explain as much of the sum of squares as possible. Plural rule sets are derived from the core to the outskirts of knowledge. The sum of squares criterion can be applied in any rule induction system. The cascade model was implemented as DISCAS. Its algorithms are shown and an applied example is provided for illustration purposes.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,linearity of differentiation;sum rule in integration;partition of sums of squares;rule of sum;lack of fit sum of squares;residual sum of squares;explained sum of squares;information system;information processing;artificial intelligence;machine learning;algorithm;computer science;mathematics;
Text Mining via Information Extraction,Ronen Feldman (Bar-Ilan University);Yonatan Aumann (Bar-Ilan University);Moshe Fresko (Bar-Ilan University);Orly Lipshtat (Bar-Ilan University);Binyamin Rosenfeld (Bar-Ilan University);Yonatan Schler (Bar-Ilan University);,"2159469398,361301894,1257047566,111764646,2108330698,1543577590","Knowledge Discovery in Databases (KDD), also known as data mining, focuses on the computerized exploration of large amounts of data and on the discovery of interesting patterns within them. While most work on KDD has been concerned with structured databases, there has been little work on handling the huge amount of information that is available only in unstructured textual form, Given a collection of text documents, most approaches to text mining perform knowledge-discovery operations on labels associated with each document. At one extreme, these labels are that represent the results of non-trivial keyword-labeling processes, and, at the other extreme, these labels are nothing more than a list of the words within the documents of interest. This paper presents an intermediate approach, one that we call text mining via information extraction, in which knowledge discovery takes place on a more focused collection of events and phrases that are extracted from and label each document. These events plus additional higher-level entities are then organized in a hierarchical taxonomy and are used in the knowledge discovery process. This approach was implemented in the Textoscope system. Textoscope cpnsists of a document retrieval module which converts retrieved documents from their native formats into SGML documents used by Textoscope; an information extraction engine, which is based on a powerful attribute grammar which is augmented by a rich background knowledge; a taxonomy-creation tool by which the user can help specify higher-level entities that inform the knowledge-discovery process; and a set of knowledge-discovery tools for the resulting event-labeled documents. We evaluate our approach on a collection of newswire stories extracted by Textoscope's own agent. Our results confirm that Text Mining via information extraction serves as an accurate and powerful technique by which to manage knowledge encapsulated in large document collections.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,attribute grammar;document processing;information system;knowledge extraction;document retrieval;information extraction;text mining;information processing;information retrieval;data mining;database;machine learning;computer science;
Towards Discovery of Information Granules,Andrzej Skowron (University of Warsaw);Jaroslaw Stepaniuk (Bialystok University of Technology);,"565168613,1979072633","The amount of electronic data available is growing very fast and this explosive growth in databases has generated a need for new techniques and tools that can intelligently and automatically extract implicit, previously unknown, hidden and potentially useful information and knowledge from these data. Such tools and techniques are the subject of the field of Knowledge Discovery in Databases. Information granulation is a very natural concept, and appears (under different names) in many methods related to e.g. data compression, divide and conquer, interval computations, neighborhood systems, and rough sets among others. In this paper we discuss information granulation in knowledge discovery. The notions related to information granules are their syntax and semantics as well as the inclusion and closeness (similarity) of granules. We discuss some problems of KDD assuming knowledge is represented in the form of information granules. In particular we use information granules to deal with the problem of stable (robust) patterns extraction.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,rough set;divide and conquer algorithms;information system;data compression;knowledge extraction;knowledge representation and reasoning;knowledge based systems;data mining;database;artificial intelligence;algorithm;computer science;
Automated Discovery of Polynomials by Inductive Genetic Programming,Nikolay I. Nikolaev (American University in Bulgaria);Hitoshi Iba (University of Tokyo);,"2119324543,622245698","This paper presents an approach to automated discovery of high-order multivariate polynomials by inductive Genetic Programming (iGP). Evolutionary search is used for learning polynomials represented as non-linear multivariate trees. Optimal search performance is pursued with balancing the statistical bias and the variance of iGP. We reduce the bias by extending the set of basis polynomials for better agreement with the examples. Possible overfitting due to the reduced bias is conteracted by a variance component, implemented as a regularizing factor of the error in an MDL fitness function. Experimental results demonstrate that regularized iGP discovers accurate, parsimonious, and predictive polynomials when trained on practical data mining tasks.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,fitness function;information system;multivariate analysis;genetic algorithm;information processing;artificial intelligence;machine learning;algorithm;computer science;mathematics;
Rule Discovery in Large Time-Series Medical Databases,Shusaku Tsumoto (Sofia Medical University);,2656557805,"Since hospital information systems have been introduced in large hospitals, a large amount of data, including laboratory examinations, have been stored as temporal databases- The characteristics of these temporal databases are: (1) Each record are inhomogeneous with respect to time-series, including short-term effects and long-term effects. (2) Each record has more than 1000 attributes when a patient is followed for more than one year. (3) When a patient is admitted for a long time, a large amount of data is stored in a very short term. Even medical experts cannot deal with these large databases, the interest in mining some useful information from the data are growing. In this paper, we introduce a combination of extended moving average method and rule induction method, called CEARI to discover new knowledge in temporal databases. This CEARI was applied to a medical dataset on Motor Neuron Diseases, the results of which show that interesting knowledge is discovered from each database.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,temporal database;information processing;data science;data mining;database;artificial intelligence;statistics;computer science;
Applying Data Mining Techniques to Wafer Manufacturing,Elisa Bertino (University of Milan);Barbara Catania (University of Genoa);Eleonora Caglio;,"2670154237,2087930920,2493419885","In this paper we report an experience from the use of data mining techniques in the area of semiconductor fabrication. The specific application we dealt with is the analysis of data concerning the wafer production process with the goal of determining possible causes for errors, resulting in lots of faulty wafers. Even though our application is very specific and deals with a specific manufacturing sector (e.g. semiconductor fabrication), we believe that our experience can be relevant to other manufacturing sectors and provide significant feedback on the use of data mining techniques.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,wafer;scheduling;information system;information processing;data mining;computer science;
Mining Possibilistic Set-Valued Rules by Generating Prime Disjunctions,Alexandr A. Savinov (Center for Information Technology);,1910616408,"We describe the problem of mining possibilistic set-valued rules in large relational tables containing categorical attributes taking a finite number of values. An example of such a rule might be IF, HOUSEHOLDSIZE={Two OR Tree} AND OCCUPATION=[Professional OR Clerical) THEN PAYMENT―METHOD={CashCheck (Max=249) OR DebitCard (Max=175)}. The table semantics is supposed to be represented by a frequency distribution, which is interpreted with the help of minimum and maximum operations as a possibility distribution over the corresponding finite multidimensional space. This distribution is approximated by a number of possibilistic prime disjunctions, which represent the strongest patterns. We present an original formal framework generalising the conventional boolean approach on the case of (i) finite-valued variables and (ii) continuos-valued semantics, and propose a new algorithm, called Optimist, for the computationally difficult dual transformation which generates all the strongest prime disjunctions (possibilistic patterns) given a table of data. The algorithm consists of generation, absorption and filtration parts. The generated prime disjunctions can then be used to build rules or for prediction purposes.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,relational database;information system;information processing;database;artificial intelligence;machine learning;algorithm;computer science;mathematics;
Association Rule Selection in a Data Mining Environment,Mika Klemettinen (University of Helsinki);Heikki Mannila (Microsoft);A. Inkeri Verkamo (University of Helsinki);,"167584744,310734946,411784570","Data mining methods easily produce large collections of rules, so that the usability of the methods is hampered by the sheer size of the rule set. One way of limiting the size of the result set is to provide the user with tools to help in finding the truly interesting rules. We use this approach in a case study where we search for association rules in NCHS health care data, and select interesting subsets of the result by using a simple query language implemented in the KESO data mining system. Our results emphasize the importance of the explorative approach supported by efficient selection tools.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,query language;association rule learning;health care;information system;information processing;data science;data mining;database;computer science;
Mining Lemma Disambiguation Rules from Czech Corpora,Lubos Popelínsky (Masaryk University);Tomás Pavelek (Masaryk University);,"1259547199,2627708801","Lemma disambiguation means finding a basic word form, typically nominative singular for nouns or infinitive for verbs. In Czech corpora it was observed that 10% of word positions have at least 2 lemmata. We developed a method for lemma disambiguation when no expert domain knowledge is available based on combination of ILP and kNN techniques. We propose a way how to use lemma disambiguation rules learned with ILP system Progol to minimise a number of incorrectly disambiguated words. We present results of the most important subtasks of lemma disambiguation for Czech. Although no knowledge on Czech grammar has been used the accuracy reaches 93% with a small fraction of words remaining ambiguous.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,domain knowledge;noun;information system;natural language processing;artificial intelligence;algorithm;computer science;
Taming Large Rule Models in Rough Set Approaches,Thomas Ågotnes (Norwegian University of Science and Technology);Henryk Jan Komorowski (Norwegian University of Science and Technology);Terje Løken (SINTEF);,"55606991,2277331329,1979126849","In knowledge discovery from uncertain data we usually wish to obtain models that have good predictive properties when applied to unseen objects. In several applications, it is also desirable to synthesize models that in addition have good descriptive properties. The ultimate goal therefore, is to maximize both properties, i.e. to obtain models that are amenable to human inspection and that have high predictive performance. Models consisting of decision or classification rules, such as those produced with rough sets [19], can exhibit both properties. In practice, however, the induced models are often too large to be inspected. This paper reports on two basic approaches to obtaining manageable rule-based models that do not sacrifice their predictive qualities: a priori and a posteriori pruning. The methods are discussed in the context of rough sets, but several of the results are applicable to rule-based models in general. Algorithms realizing these approaches have been implemented in the ROSETTA system. Predictive performance of the models has been estimated using accuracy and receiver operating characteristics (ROC). The methods has been tested on real-world data sets, with encouraging results.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,rough set;receiver operating characteristic;fuzzy set;information system;genetic algorithm;information processing;data mining;artificial intelligence;machine learning;statistics;algorithm;computer science;mathematics;
Contribution of Boosting in Wrapper Models,Marc Sebban (Centre national de la recherche scientifique);Richard Nock (American Diabetes Association);,"2217963768,1964890520","We describe a new way to deal with feature selection when boosting is used to assess the relevancy of feature subsets. In the context of wrapper models, the accuracy is here replaced as a performance function by a particular exponential criterion, usually optimized in boosting algorithms. A first experimental study brings to the fore the relevance of our approach. However, this new boosted strategy needs the construction at each step of many learners, leading to high computational costs. We focus then, in a second part, on how to speed-up boosting convergence to reduce this complexity. We propose a new update of the instance distribution, which is the core of a boosting algorithm. We exploit these results to implement a new forward selection algorithm which converges much faster using overbiased distributions over learning instances. Speed-up is achieved by reducing the number of weak hypothesis when many identical observations are shared by different classes. A second experimental study on the UCI repository shows significantly speeding improvements with our new update without altering the feature subset selection.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,information system;feature selection;information processing;data mining;pattern recognition;artificial intelligence;machine learning;computer science;
Support Vector Machines for Knowledge Discovery,Shinsuke Sugaya (Yokohama National University);Einoshin Suzuki (Yokohama National University);Shusaku Tsumoto (Sofia Medical University);,"2063189027,2228069075,2656557805","In this paper, we apply support vector machine (SVM) to knowledge discovery (KD) and confirm its effectiveness with a benchmark data set. SVM has been successfully applied to problems in various domains. However, its effectiveness as a KD method is unknown. We propose SVM for KD, which deals with a classification problem with a binary class, by rescaling each attribute based on z-scores. SVM for KD can sort attributes with respect to their effectiveness in discriminating classes. Moreover, SVM for KD can discover crucial examples for discrimination. We settled six discovery tasks with the meningoencephalitis data set, which is a benchmark data set in KD. A domain expert ranked the discovery outcomes of SVM for KD from one to five with respect to several criteria. Selected attributes in six tasks are all valid and useful: their average scores are 3.8-4.0. Discovering order of attributes about usefulness represents a challenging problem. However, concerning this problem, our method achieved a score of more than or equal to 4.0 in three tasks. Besides, crucial examples for discrimination and typical examples for each class agree with medical knowledge. These promising results demonstrate the effectiveness of our approach.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,support vector machine;information system;knowledge extraction;information processing;data mining;artificial intelligence;machine learning;computer science;
A Fuzzy Beam-Search Rule Induction Algorithm,Christina S. Fertig (Centro Federal de Educação Tecnológica de Minas Gerais);Alex Alves Freitas (Pontifícia Universidade Católica do Paraná);Lucia V. R. Arruda (Centro Federal de Educação Tecnológica de Minas Gerais);Celso A. A. Kaestner (Centro Federal de Educação Tecnológica de Minas Gerais);,"2280289695,2131502281,2171560078,2306697098","This paper proposes a fuzzy beam search rule induction algorithm for the classification task. The use of fuzzy logic and fuzzy sets not only provides us with a powerful, flexible approach to cope with uncertainty, but also allows us to express the discovered rules in a representation more intuitive and comprehensible for the user, by using linguistic terms (such as low, medium, high) rather than continuous, numeric values in rule conditions. The proposed algorithm is evaluated in two public domain data sets.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,fuzzy associative matrix;type 2 fuzzy sets and systems;fuzzy set operations;fuzzy control language;fuzzy mathematics;defuzzification;fuzzy classification;fuzzy number;membership function;neuro fuzzy;fuzzy logic;fuzzy set;fuzzy control system;information processing;data mining;artificial intelligence;algorithm;computer science;
Selective Propositionalization for Relational Learning,Érick Alphonse (University of Paris-Sud);Céline Rouveirol (University of Paris-Sud);,"2224108503,2331180646","A number of Inductive Logic Programming (ILP) systems have addressed the problem of learning First Order Logic (FOL) discriminant definitions by first reformulating the problem expressed in a FOL framework into a attribute-value problem and then applying efficient algebraic learning techniques. The complexity of such propositionalization methods is now in the size of the reformulated problem which can be exponential. We propose a method that selectively propositionalizes the FOL training set by interleaving boolean reformulation and algebraic resolution. It avoids, as much as possible, the generation of redundant boolean examples, and still ensures that explicit correct and complete definitions are learned.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,relational database;information system;first order logic;information processing;database;artificial intelligence;machine learning;algorithm;computer science;mathematics;
Maintenance of Discovered Knowledge,Michal Pechoucek (Czech Technical University in Prague);Olga Stepánková (Czech Technical University in Prague);Petr Miksovský (Czech Technical University in Prague);,"2092470818,1999329289,1245896181","The paper addresses the well-known bottleneck of knowledge based system design and implementation - the issue of knowledge maintenance and knowledge evolution throughout lifecycle of the system. Different machine learning methodologies can support necessary knowledge-base revision. This process has to be studied along two independent dimensions. The first one is concerned with complexity of the revision process itself, while the second one evaluates the quality of decision-making corresponding to the revised knowledge base. The presented case study is an attempt to analyse the relevant questions for a specific problem of industrial configuration of TV transmitters. Inductive Logic Programming (ILP) and Explanation Based Generalisation (EBG) within the Decision Planning (DP) knowledge representation methodology, have been studied, compared, and tested on this example.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,information system;knowledge based systems;artificial intelligence;machine learning;algorithm;computer science;
An Innovative GA-Based Decision Tree Classifier in Large Scale Data Mining,"Zhiwei Fu (University of Maryland, College Park);",2636827268,"A variety of techniques have been developed to scale decision tree classifiers in data mining to extract valuable knowledge. However, these aproaches either cause a loss of accuracy or cannot effectively uncover the data structure. We explore a more promising GA-based decision tree classifier, OOGASC4.5, to integrate the strengths of decision tree algorithms with statistical sampling and genetic algorithm. The proposed program could not only enhance the classification accuracy but assumes the potential advantage of extracting valuable rules as well. The computational results are provided along with analysis and conclusions.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,incremental decision tree;c4 5 algorithm;id3 algorithm;decision tree learning;decision tree;information system;genetic algorithm;data structure;information processing;data mining;artificial intelligence;machine learning;computer science;
Extending Attribute-Oriented Induction as a Key-Preserving Data Mining Method,Maybin K. Muyeba (University of Manchester Institute of Science and Technology);John A. Keane (University of Manchester Institute of Science and Technology);,"419399927,2136990782","Attribute-Oriented Induction (AOI) is a set-oriented data mining technique used to discover descriptive patterns in large databases. The classical AOI method drops attributes that possess a large number of distinct values or have either no concept hierarchies, which includes keys to relational tables. This implies that the final rule (s) produced have no direct link to the tuples that form them. Therefore the discovered knowledge cannot be used to efficiently query specific data pertaining to this knowledge in a different relation to the learning relation. This paper presents the key-preserving AOI algorithm (AOI-KP) with two implementation approaches. The order complexity of the algorithm is O (np), which is the same as for the enhanced AOI algorithm where n and p are the number of input and generalised tuples respectively. An application of the method is illustrated and prototype tool support and initial results are outlined with possible improvements.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,relational database;information system;information processing;data mining;database;algorithm;computer science;
A Logical Approach to Fuzzy Data Analysis,Churn-Jung Liau (Academia Sinica);Duen-Ren Liu (National Chiao Tung University);,"2100953033,2135532161","In this paper, we investigate the extraction of fuzzy rules from data tables based on possibility theory. A possibilistic decision language is used to represent the extracted fuzzy rules. The algorithm for rule extraction is presented and the complexity analysis is carried out. Since the results of the rule induction process strongly depend on the representation language, we also discuss some approach for dynamic adjustment of the language based on the data.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,fuzzy set operations;defuzzification;fuzzy classification;fuzzy number;possibility theory;fuzzy set;information system;information processing;data mining;artificial intelligence;algorithm;computer science;
Generating Linguistic Fuzzy Rules for Pattern Classification with Genetic Algorithms,N. Xiong (Kaiserslautern University of Technology);Lothar Litz (Kaiserslautern University of Technology);,"2172138631,2130767103",This paper presents a new genetic-based approach to automatically extracting classification knowledge from numerical data by means of premise learning. A genetic algorithm is utilized to search for premise structure in combination with parameters of membership functions of input fuzzy sets to yield optimal conditions of classification rules. The consequence under a specific condition is determined by choosing from all possible candidates the class which lead to a maximal truth value of the rule. The major advantage of our work is that a parsimonious knowledge base with a low number of classification rules is made possible. The effectiveness of the proposed method is demonstrated by the simulation results on the Iris data.,1999,European Conference on Principles of Data Mining and Knowledge Discovery,fuzzy classification;membership function;fuzzy set;information system;genetic algorithm;knowledge base;information processing;artificial intelligence;machine learning;algorithm;computer science;mathematics;
An Application of Data Mining to the Problem of the University Students' Dropout Using Markov Chains,Silvia Massa (University of Genoa);Pier Paolo Puliafito (University of Genoa);,"2155203781,2579734861","A new application of data mining to the problem of University dropout is presented. A new modeling technique, based on Markov chains, has been developed to mine information from data about the University students' behavior. The information extracted by means of the proposed technique has been used to deeply understand the dropout problem, to find out the high-risk population and to drive the design of suitable politics to reduce it. To represent the behavior of the students the available data have been modeled as a Markov chain and the associated transition probabilities have been used as a base to extract the aforesaid behavioral patterns. The developed technique is general and can be successfully used to study a large range of decisional problems dealing with data in the form of events or time series. The results of the application of the proposed technique to the students' data will be presented.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,markov chain;information extraction;information processing;data science;data mining;database;artificial intelligence;machine learning;statistics;algorithm;computer science;
Selection and Statistical Validation of Features and Prototypes,Marc Sebban (Centre national de la recherche scientifique);Djamel A. Zighed (Ericsson);S. Di Palma (University of Lyon);,"2217963768,2001241048,2504979153","Features and protypes selection are two major problems in data mining, especially for machine learning algorithms. The goal of both selections is to reduce storage complexity, and thus computational costs, without sacrificing accuracy. In this article, we present two incremental algorithms using geometrical neighborhood graphs and a new statistical test to select, step by step, relevant features and prototypes for supervised learning problems. The feature selection procedure we present could be applied before any machine learning algorithm is used.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,information system;information processing;data mining;artificial intelligence;machine learning;computer science;
Handling Missing Data in Trees: Surrogate Splits or Statistical Imputation,A. J. Feelders (Tilburg University);,2467559149,"In many applications of data mining a - sometimes considerable - part of the data values is missing. Despite the frequent occurrence of missing data, most data mining algorithms handle missing data in a rather ad-hoc way, or simply ignore the problem. We investigate simulation-based data augmentation to handle missing data, which is based on filling-in (imputing) one or more plausible values for the missing data. One advantage of this approach is that the imputation phase is separated from the analysis phase, allowing for different data mining algorithms to be applied to the completed data sets. We compare the use of imputation to surrogate splits, such as used in CART, to handle missing data in tree-based mining algorithms. Experiments show that imputation tends to outperform surrogate splits in terms of predictive accuracy of the resulting models. Averaging over M > 1 models resulting from M imputations yields even better results as it profits from variance reduction in much the same way as procedures such as bagging.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,data pre processing;imputation;missing data;information system;multivariate analysis;information extraction;information processing;econometrics;data mining;statistics;computer science;
Speeding Up the Search for Optimal Partitions,Tapio Elomaa (University of Helsinki);Juho Rousu (VTT Technical Research Centre of Finland);,"2303288923,2650907969","Numerical value range partitioning is an inherent part of inductive learning. In classification problems, a common partition ranking method is to use an attribute evaluation function to assign a goodness score to each candidate. Optimal cut point selection constitutes a potential efficiency bottleneck, which is often circumvented by using heuristic methods. This paper aims at improving the efficiency of optimal multisplitting. We analyze convex and cumulative evaluation functions, which account for the majority of commonly used goodness criteria. We derive an analytical bound, which lets us filter out-when searching for the optimal multisplit-all partitions containing a specific subpartition as their prefix. Thus, the search space of the algorithm can be restricted without losing optimality. We compare the partition candidate pruning algorithm with the best existing optimization algorithms for multisplitting. For it the numbers of evaluated partition candidates are, on the average, only approximately 25% and 50% of those performed by the comparison methods. In time saving that amounts up to 50% less evaluation time per attribute.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,evaluation function;dynamic programming;cumulant;information system;information processing;artificial intelligence;machine learning;mathematical optimization;statistics;algorithm;computer science;mathematics;
Diagnosing Acute Appendicitis with Very Simple Classification Rules,Aleksander Øhrn (Norwegian University of Science and Technology);Henryk Jan Komorowski (Norwegian University of Science and Technology);,"2124857336,2277331329","A medical database with 257 patients thought to have acute appendicitis has been analyzed. Binary classifiers composed of very simple univariate if-then classification rules (1R rules) were synthesized, and are shown to perform well for determining the true disease status. Discriminatory performance was measured by the area under the receiver operating characteristic (ROC) curve. Although an 1R classifier seemingly performs slightly better than a team of experienced physicians when only readily available clinical variables are employed, an analysis of cross-validated simulations shows that this perceived improvement is not statistically significant (p < 0.613). However, further addition of biochemical test results to the model yields an 1R classifier that is significantly better than both the physicians (p < 0.03) and an 1R classifier based on clinical variables only (p < 0.0003).",1999,European Conference on Principles of Data Mining and Knowledge Discovery,cross validation;receiver operating characteristic;fuzzy set;information system;statistical significance;information processing;data mining;artificial intelligence;machine learning;statistics;algorithm;computer science;
Using Genetic Algorithms to Evolve a Rule Hierarchy,Robert Cattral (Carleton University);Franz Oppacher (Carleton University);Dwight Deugo (Carleton University);,"1974098101,22229481,2287719765","This paper describes the implementation and the functioning of RAGA (Rule Acquisition with a Genetic Algorithm), a genetic-algorithm-based data mining system suitable for both supervised and certain types of unsupervised knowledge extraction from large and possibly noisy databases. The genetic engine is modified through the addition of several methods tuned specifically for the task of association rule discovery. A set of genetic operators and techniques are employed to efficiently search the space of potential rules. During this process, RAGA evolves a default hierarchy of rules, where the emphasis is placed on the group rather than each individual rule. Rule sets of this type are kept simple in both individual rule complexity and the total number of rules that are required. In addition, the default hierarchy deals with the problem of over-fitting, particularly in classification tasks. Several data mining experiments using RAGA are described.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,genetic operator;association rule learning;information system;genetic algorithm;genetic engineering;knowledge extraction;information processing;data mining;artificial intelligence;machine learning;algorithm;computer science;mathematics;
Knowledge Discovery in Medical Multi-databases: A Rough Set Approach,Shusaku Tsumoto (Sofia Medical University);,122205434,"Since early 1980's, due to the rapid growth of hospital information systems (HIS), electronic patient records are stored as huge databases at many hospitals. One of the most important problems is that the rules induced from each hospital may be different from those induced from other hospitals, which are very difficult even for medical experts to interpret. In this paper, we introduce rough set based analysis in order to solve this problem. Rough set based analysis interprets the conflicts between rules from the viewpoint of supporting sets, which are closely related with dempster-shafer theory(evidence theory) and outputs interpretation of rules with evidential degree. The proposed method was evaluated on two medical databases, the experimental results of which show that several interesting relations between rules, including interpretation on difference and the solution of conflicts between induced rules, are discovered.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,dempster shafer theory;rough set;fuzzy set;information system;information processing;data mining;artificial intelligence;machine learning;algorithm;computer science;
Automated Discovery of Rules and Exeptions from Distributed Databases Using Aggregates,Rónán Páircéir (Ulster University);Sally I. McClean (Ulster University);Bryan W. Scotney (Ulster University);,"239535488,2006696304,2205299394","Large amounts of data pose special problems for Knowledge Discovery in Databases. More efficient means are required to ease this problem, and one possibility is the use of sufficient statistics or aggregates, rather than low level data. This is especially true for Knowledge Discovery from distributed databases. The data of interest is of a similar type to that found in OLAP data cubes and the Data Warehouse. This data is numerical and is described in terms of a number of categorical attributes (Dimensions). Few algorithms to date carry out knowledge discovery on such data. Using aggregate data and accompanying meta-data returned from a number of distributed databases, we use statistical models to identify and highlight relationships between a single numerical attribute and a number of Dimensions. These are initially presented to the user via a graphical interactive middle-ware, which allows drilling down to a more detailed level. On the basis of these relationships, we induce rules in conjunctive normal form. Finally, exceptions to these rules are discovered.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,conjunctive normal form;data cube;sufficient statistic;information system;statistical model;data warehouse;knowledge extraction;distributed database;information processing;data science;data mining;database;artificial intelligence;machine learning;statistics;algorithm;computer science;
Optimizing Disjunctive Association Rules,Dmitry Zelenko (University of Illinois at Urbana–Champaign);,2599003990,"We analyze several problems of optimizing disjunctive association rules. The problems have important applications in data mining, allowing users to focus at interesting rules extracted from databases. We consider association rules of the form Λ n j=1 (A ij = v j ) → C 2 , where {A i1 ,A i A in } is a subset of the categorical attributes of the underlying relation R, and C 2 is any fixed condition defined over the attributes of the relation R. An instantiation of the rule binds the variables v j 's to values from the corresponding attribute domains. We study several problems, in which we seek a collection of instantiations of a given rule that satisfy certain optimality constraints. Each of the problems can re-interpreted as looking for one optimized disjunctive association rule. We exhibit efficient algorithms for solving the optimized support and optimized confidence problems, the weighted support/confidence problem, and the shortest rule problem. We discuss time and space complexity of the designed algorithms and show how they can be improved by allowing for approximate solutions.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,association rule learning;dynamic programming;information system;satisfiability;information processing;data mining;database;artificial intelligence;machine learning;algorithm;computer science;mathematics;
Mining Text Archives: Creating Readable Maps to Structure and Describe Document Collections,Andreas Rauber (Vienna University of Technology);Dieter Merkl (Vienna University of Technology);,"2057632188,651475416","With the ever-growing amount of unstructured textual data on the web, mining these text collections is of increasing importance for the understanding of document archives. Particularly the self-organizing map has shown to be very well suited for this task. However, the interpretation of the resulting document maps still requires a tremendous effort, especially as far as the analysis of the features learned and the characteristics of identified text clusters are concerned. In this paper we present the LabelSOM method which, based on the features learned by the map, automatically assigns a set of to the units of the map to describe the concepts of the underlying text clusters, thus making the characteristics of the various topical areas on the map explicit.",1999,European Conference on Principles of Data Mining and Knowledge Discovery,document structure description;document processing;information system;web mining;document retrieval;information processing;world wide web;information retrieval;data mining;computer science;
